source_spanish,reference_english,model_decode,prediction,token_overlap,length_ratio,error_tag
tom exigió saber por qué no se le había avisado acerca de los cambios .,tom demanded to know why he hadn t been told about the changes .,transformer_beam,tom had not known about the reason .,0.2857142857142857,0.5714285714285714,under_translation
tom exigió saber por qué no se le había avisado acerca de los cambios .,tom demanded to know why he hadn t been told about the changes .,transformer_greedy,tom had not knowing what s about the reason he had heard about .,0.35714285714285715,1.0,semantic_or_grammar_error
no es tan fácil como crees .,it s not as easy as you think .,seq2seq_beam,it s not as easy as you think .,1.0,1.0,semantic_or_grammar_error
no es tan fácil como crees .,it s not as easy as you think .,seq2seq_greedy,it s not as easy as you think .,1.0,1.0,semantic_or_grammar_error
no es tan fácil como crees .,it s not as easy as you think .,transformer_beam,you don t think it s as easy as you think .,0.875,1.3333333333333333,semantic_or_grammar_error
no es tan fácil como crees .,it s not as easy as you think .,transformer_greedy,you don t think it s as easy as you think .,0.875,1.3333333333333333,semantic_or_grammar_error
quiero verte .,i want to see you .,seq2seq_beam,i want to see you .,1.0,1.0,semantic_or_grammar_error
quiero verte .,i want to see you .,seq2seq_greedy,i want to see you .,1.0,1.0,semantic_or_grammar_error
quiero verte .,i want to see you .,transformer_beam,i want to see you .,1.0,1.0,semantic_or_grammar_error
quiero verte .,i want to see you .,transformer_greedy,i want to see you .,1.0,1.0,semantic_or_grammar_error
todavía falta lijar el marco .,the frame still has to be sanded .,seq2seq_beam,it still got the the way .,0.375,0.875,semantic_or_grammar_error
todavía falta lijar el marco .,the frame still has to be sanded .,seq2seq_greedy,it still got the the way .,0.375,0.875,semantic_or_grammar_error
todavía falta lijar el marco .,the frame still has to be sanded .,transformer_beam,the odds are still .,0.375,0.625,semantic_or_grammar_error
todavía falta lijar el marco .,the frame still has to be sanded .,transformer_greedy,the odds still is still .,0.375,0.75,semantic_or_grammar_error
nací en .,i was born in .,seq2seq_beam,i was born in .,1.0,1.0,semantic_or_grammar_error
nací en .,i was born in .,seq2seq_greedy,i was born in .,1.0,1.0,semantic_or_grammar_error
nací en .,i was born in .,transformer_beam,i was born in born .,1.0,1.2,semantic_or_grammar_error
nací en .,i was born in .,transformer_greedy,i was born in .,1.0,1.0,semantic_or_grammar_error
¿ de qué es abreviatura esto ?,what is this the abbreviation for ?,seq2seq_beam,what s this mean ?,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
¿ de qué es abreviatura esto ?,what is this the abbreviation for ?,seq2seq_greedy,what s this mean ?,0.42857142857142855,0.7142857142857143,semantic_or_grammar_error
¿ de qué es abreviatura esto ?,what is this the abbreviation for ?,transformer_beam,what are you doing this ?,0.42857142857142855,0.8571428571428571,semantic_or_grammar_error
¿ de qué es abreviatura esto ?,what is this the abbreviation for ?,transformer_greedy,what s your favorite real ?,0.2857142857142857,0.8571428571428571,semantic_or_grammar_error
tom no sabía que mary pudiera hablar francés .,tom didn t know that mary could speak french .,seq2seq_beam,tom didn t know mary would speak to speak french .,0.8,1.1,semantic_or_grammar_error
tom no sabía que mary pudiera hablar francés .,tom didn t know that mary could speak french .,seq2seq_greedy,tom didn t know mary would speak to speak french .,0.8,1.1,semantic_or_grammar_error
tom no sabía que mary pudiera hablar francés .,tom didn t know that mary could speak french .,transformer_beam,tom didn t know mary could speak french .,0.9,0.9,semantic_or_grammar_error
tom no sabía que mary pudiera hablar francés .,tom didn t know that mary could speak french .,transformer_greedy,tom didn t know mary could speak french .,0.9,0.9,semantic_or_grammar_error
el calor era insoportable .,the heat was unbearable .,seq2seq_beam,the heat was hot .,0.8,1.0,semantic_or_grammar_error
el calor era insoportable .,the heat was unbearable .,seq2seq_greedy,the heat was hot .,0.8,1.0,semantic_or_grammar_error
el calor era insoportable .,the heat was unbearable .,transformer_beam,the heat was hot .,0.8,1.0,semantic_or_grammar_error
el calor era insoportable .,the heat was unbearable .,transformer_greedy,the heat was hot .,0.8,1.0,semantic_or_grammar_error
nadie vio aquello .,no one saw that .,seq2seq_beam,nobody saw that away .,0.6,1.0,semantic_or_grammar_error
nadie vio aquello .,no one saw that .,seq2seq_greedy,nobody saw that away .,0.6,1.0,semantic_or_grammar_error
nadie vio aquello .,no one saw that .,transformer_beam,no one saw anyone .,0.8,1.0,semantic_or_grammar_error
nadie vio aquello .,no one saw that .,transformer_greedy,no one saw anyone .,0.8,1.0,semantic_or_grammar_error
el hombre con el que hablaba es mi profesor de inglés .,the man i was talking to is my english teacher .,seq2seq_beam,the man with the that he is in english english english .,0.45454545454545453,1.0909090909090908,semantic_or_grammar_error
el hombre con el que hablaba es mi profesor de inglés .,the man i was talking to is my english teacher .,seq2seq_greedy,men man with one who he is in english english .,0.36363636363636365,1.0,semantic_or_grammar_error
el hombre con el que hablaba es mi profesor de inglés .,the man i was talking to is my english teacher .,transformer_beam,the man who my english is with my teacher .,0.6363636363636364,0.9090909090909091,semantic_or_grammar_error
el hombre con el que hablaba es mi profesor de inglés .,the man i was talking to is my english teacher .,transformer_greedy,the man who my teacher is with the letter .,0.5454545454545454,0.9090909090909091,semantic_or_grammar_error
¿ te gustó tu primera clase ?,did you like your first class ?,seq2seq_beam,did you enjoy your first class ?,0.8571428571428571,1.0,semantic_or_grammar_error
¿ te gustó tu primera clase ?,did you like your first class ?,seq2seq_greedy,did you enjoy your first class ?,0.8571428571428571,1.0,semantic_or_grammar_error
¿ te gustó tu primera clase ?,did you like your first class ?,transformer_beam,did you like your first class ?,1.0,1.0,semantic_or_grammar_error
¿ te gustó tu primera clase ?,did you like your first class ?,transformer_greedy,did you like your first class ?,1.0,1.0,semantic_or_grammar_error
lo que ha hecho ese hombre es una atrocidad .,what that man s done is an outrage .,seq2seq_beam,what he that that man is a blue .,0.5555555555555556,1.0,semantic_or_grammar_error
lo que ha hecho ese hombre es una atrocidad .,what that man s done is an outrage .,seq2seq_greedy,what he that that man is a blue .,0.5555555555555556,1.0,semantic_or_grammar_error
lo que ha hecho ese hombre es una atrocidad .,what that man s done is an outrage .,transformer_beam,that man has done .,0.4444444444444444,0.5555555555555556,under_translation
lo que ha hecho ese hombre es una atrocidad .,what that man s done is an outrage .,transformer_greedy,that man has done .,0.4444444444444444,0.5555555555555556,under_translation
no podemos permitirlo .,we can t let this happen .,seq2seq_beam,we can t play .,0.5714285714285714,0.7142857142857143,semantic_or_grammar_error
no podemos permitirlo .,we can t let this happen .,seq2seq_greedy,we can t play .,0.5714285714285714,0.7142857142857143,semantic_or_grammar_error
no podemos permitirlo .,we can t let this happen .,transformer_beam,we can t budge .,0.5714285714285714,0.7142857142857143,semantic_or_grammar_error
no podemos permitirlo .,we can t let this happen .,transformer_greedy,we can t budge .,0.5714285714285714,0.7142857142857143,semantic_or_grammar_error
tom quiere hacerse rico rápido .,tom wants to get rich quick .,seq2seq_beam,tom wants to become rich fast .,0.7142857142857143,1.0,semantic_or_grammar_error
tom quiere hacerse rico rápido .,tom wants to get rich quick .,seq2seq_greedy,tom wants to become rich .,0.7142857142857143,0.8571428571428571,semantic_or_grammar_error
tom quiere hacerse rico rápido .,tom wants to get rich quick .,transformer_beam,tom wants to be rich fast .,0.7142857142857143,1.0,semantic_or_grammar_error
tom quiere hacerse rico rápido .,tom wants to get rich quick .,transformer_greedy,tom wants to be rich fast .,0.7142857142857143,1.0,semantic_or_grammar_error
ellas siempre son cuidadosas .,they re always careful .,seq2seq_beam,they re always play .,0.8,1.0,semantic_or_grammar_error
ellas siempre son cuidadosas .,they re always careful .,seq2seq_greedy,they re always play .,0.8,1.0,semantic_or_grammar_error
ellas siempre son cuidadosas .,they re always careful .,transformer_beam,they re always beautiful .,0.8,1.0,semantic_or_grammar_error
ellas siempre son cuidadosas .,they re always careful .,transformer_greedy,they re always beautiful .,0.8,1.0,semantic_or_grammar_error
solo tom sabe .,only tom knows .,seq2seq_beam,just tom knows .,0.75,1.0,semantic_or_grammar_error
solo tom sabe .,only tom knows .,seq2seq_greedy,just can knows .,0.5,1.0,semantic_or_grammar_error
solo tom sabe .,only tom knows .,transformer_beam,tom knows just .,0.75,1.0,semantic_or_grammar_error
solo tom sabe .,only tom knows .,transformer_greedy,tom knows just .,0.75,1.0,semantic_or_grammar_error
el próximo verano quiero ir a hawái .,next summer i want to go to hawaii .,seq2seq_beam,next person i want to go to hawaii .,0.875,1.0,semantic_or_grammar_error
el próximo verano quiero ir a hawái .,next summer i want to go to hawaii .,seq2seq_greedy,next person i want to go to hawaii .,0.875,1.0,semantic_or_grammar_error
el próximo verano quiero ir a hawái .,next summer i want to go to hawaii .,transformer_beam,i want to go to hawaii next summer .,1.0,1.0,semantic_or_grammar_error
el próximo verano quiero ir a hawái .,next summer i want to go to hawaii .,transformer_greedy,i want to go to hawaii next summer .,1.0,1.0,semantic_or_grammar_error
empezó a quedarse calvo siendo bastante joven .,he started going bald quite young .,seq2seq_beam,it ll be able to be very young .,0.2857142857142857,1.2857142857142858,semantic_or_grammar_error
empezó a quedarse calvo siendo bastante joven .,he started going bald quite young .,seq2seq_greedy,it began to be rather difficult .,0.14285714285714285,1.0,low_keyword_overlap
empezó a quedarse calvo siendo bastante joven .,he started going bald quite young .,transformer_beam,it started to be rather stay for years .,0.2857142857142857,1.2857142857142858,semantic_or_grammar_error
empezó a quedarse calvo siendo bastante joven .,he started going bald quite young .,transformer_greedy,it started to be rather stay for years .,0.2857142857142857,1.2857142857142858,semantic_or_grammar_error
no quiero que todos en internet sean capaces de acceder a mis fotos .,i don t want everybody on the web to be able to access my photos .,seq2seq_beam,i don t want you in a they re trying to get pictures of my ability .,0.4666666666666667,1.0625,semantic_or_grammar_error
no quiero que todos en internet sean capaces de acceder a mis fotos .,i don t want everybody on the web to be able to access my photos .,seq2seq_greedy,unless i don sober not everyone in no they re to wear .,0.26666666666666666,0.8125,semantic_or_grammar_error
no quiero que todos en internet sean capaces de acceder a mis fotos .,i don t want everybody on the web to be able to access my photos .,transformer_beam,i don t want to take care of my opinion .,0.4666666666666667,0.6875,semantic_or_grammar_error
no quiero que todos en internet sean capaces de acceder a mis fotos .,i don t want everybody on the web to be able to access my photos .,transformer_greedy,i don t want to take care of my orders .,0.4666666666666667,0.6875,semantic_or_grammar_error
él entró en su habitación .,he entered his room .,seq2seq_beam,he went into his room .,0.8,1.2,semantic_or_grammar_error
él entró en su habitación .,he entered his room .,seq2seq_greedy,he went into his room .,0.8,1.2,semantic_or_grammar_error
él entró en su habitación .,he entered his room .,transformer_beam,he entered in his room .,1.0,1.2,semantic_or_grammar_error
él entró en su habitación .,he entered his room .,transformer_greedy,he entered in his room .,1.0,1.2,semantic_or_grammar_error
a partir de aquí iremos en vehículo .,from this point we ll go on by car .,seq2seq_beam,from out we ll have to live in .,0.4,0.9,semantic_or_grammar_error
a partir de aquí iremos en vehículo .,from this point we ll go on by car .,seq2seq_greedy,from some go out in my car .,0.4,0.8,semantic_or_grammar_error
a partir de aquí iremos en vehículo .,from this point we ll go on by car .,transformer_beam,we re going to be here in the hurry .,0.2,1.0,semantic_or_grammar_error
a partir de aquí iremos en vehículo .,from this point we ll go on by car .,transformer_greedy,we re going to be here in the hurry .,0.2,1.0,semantic_or_grammar_error
anoche tuvimos una fiesta .,we had a party last night .,seq2seq_beam,last night i had a party .,0.8571428571428571,1.0,semantic_or_grammar_error
anoche tuvimos una fiesta .,we had a party last night .,seq2seq_greedy,last night i had a party .,0.8571428571428571,1.0,semantic_or_grammar_error
anoche tuvimos una fiesta .,we had a party last night .,transformer_beam,we had a party last night .,1.0,1.0,semantic_or_grammar_error
anoche tuvimos una fiesta .,we had a party last night .,transformer_greedy,last night we had a party .,1.0,1.0,semantic_or_grammar_error
muchos profesores tienen problemas con tom .,many teachers have a problem with tom .,seq2seq_beam,many teachers have problems problems to tom .,0.625,1.0,semantic_or_grammar_error
muchos profesores tienen problemas con tom .,many teachers have a problem with tom .,seq2seq_greedy,many teachers are problems problems to tom .,0.5,1.0,semantic_or_grammar_error
muchos profesores tienen problemas con tom .,many teachers have a problem with tom .,transformer_beam,tom has a lot of problems with lots .,0.5,1.125,semantic_or_grammar_error
muchos profesores tienen problemas con tom .,many teachers have a problem with tom .,transformer_greedy,tom has a lot of problems with lots .,0.5,1.125,semantic_or_grammar_error
estás delgado .,you re skinny .,seq2seq_beam,you re tried .,0.75,1.0,semantic_or_grammar_error
estás delgado .,you re skinny .,seq2seq_greedy,you re able .,0.75,1.0,semantic_or_grammar_error
estás delgado .,you re skinny .,transformer_beam,you re a mistake .,0.75,1.25,semantic_or_grammar_error
estás delgado .,you re skinny .,transformer_greedy,you re a mistake .,0.75,1.25,semantic_or_grammar_error
casi había terminado mi trabajo cuando llegó .,i had almost finished my work when she came .,seq2seq_beam,i had just finished my work when he came .,0.8,1.0,semantic_or_grammar_error
casi había terminado mi trabajo cuando llegó .,i had almost finished my work when she came .,seq2seq_greedy,i had just finished my my came when it came .,0.7,1.1,semantic_or_grammar_error
casi había terminado mi trabajo cuando llegó .,i had almost finished my work when she came .,transformer_beam,when i had finished my work .,0.7,0.7,semantic_or_grammar_error
casi había terminado mi trabajo cuando llegó .,i had almost finished my work when she came .,transformer_greedy,when i got up i was my work .,0.5,0.9,semantic_or_grammar_error
haré que venga a ayudarme .,i will get him to come and help me .,seq2seq_beam,i ll do that to help me .,0.5,0.8,semantic_or_grammar_error
haré que venga a ayudarme .,i will get him to come and help me .,seq2seq_greedy,i ll do that to help me .,0.5,0.8,semantic_or_grammar_error
haré que venga a ayudarme .,i will get him to come and help me .,transformer_beam,i ll do it to help me .,0.5,0.8,semantic_or_grammar_error
haré que venga a ayudarme .,i will get him to come and help me .,transformer_greedy,i ll do it for me .,0.3,0.7,semantic_or_grammar_error
dime por qué llora .,tell me why she is crying .,seq2seq_beam,tell me what they were right .,0.42857142857142855,1.0,semantic_or_grammar_error
dime por qué llora .,tell me why she is crying .,seq2seq_greedy,tell me what they were right .,0.42857142857142855,1.0,semantic_or_grammar_error
dime por qué llora .,tell me why she is crying .,transformer_beam,tell me why i get out .,0.5714285714285714,1.0,semantic_or_grammar_error
dime por qué llora .,tell me why she is crying .,transformer_greedy,tell me why i get out .,0.5714285714285714,1.0,semantic_or_grammar_error
quisiera hacer una solicitud .,i would like to make a request .,seq2seq_beam,i d like to do an apple .,0.5,1.0,semantic_or_grammar_error
quisiera hacer una solicitud .,i would like to make a request .,seq2seq_greedy,i d like to do a new .,0.625,1.0,semantic_or_grammar_error
quisiera hacer una solicitud .,i would like to make a request .,transformer_beam,i d like to make a friend .,0.75,1.0,semantic_or_grammar_error
quisiera hacer una solicitud .,i would like to make a request .,transformer_greedy,i d like to make a friend .,0.75,1.0,semantic_or_grammar_error
tom se inclinó .,tom bowed .,seq2seq_beam,tom bowed .,1.0,1.0,semantic_or_grammar_error
tom se inclinó .,tom bowed .,seq2seq_greedy,tom bowed .,1.0,1.0,semantic_or_grammar_error
tom se inclinó .,tom bowed .,transformer_beam,tom bowed .,1.0,1.0,semantic_or_grammar_error
tom se inclinó .,tom bowed .,transformer_greedy,tom bowed .,1.0,1.0,semantic_or_grammar_error
él tiene derecho a un mejor tratamiento .,he is entitled to better treatment .,seq2seq_beam,he is right in a better man .,0.5714285714285714,1.1428571428571428,semantic_or_grammar_error
él tiene derecho a un mejor tratamiento .,he is entitled to better treatment .,seq2seq_greedy,he is the little girl is .,0.42857142857142855,1.0,semantic_or_grammar_error
él tiene derecho a un mejor tratamiento .,he is entitled to better treatment .,transformer_beam,he has a better time .,0.42857142857142855,0.8571428571428571,semantic_or_grammar_error
él tiene derecho a un mejor tratamiento .,he is entitled to better treatment .,transformer_greedy,he has a better time .,0.42857142857142855,0.8571428571428571,semantic_or_grammar_error
¿ anoche escuchaste música ?,did you listen to music last night ?,seq2seq_beam,do you know a music last night ?,0.625,1.0,semantic_or_grammar_error
¿ anoche escuchaste música ?,did you listen to music last night ?,seq2seq_greedy,do you know a music last night ?,0.625,1.0,semantic_or_grammar_error
¿ anoche escuchaste música ?,did you listen to music last night ?,transformer_beam,did you watch tv last night ?,0.625,0.875,semantic_or_grammar_error
¿ anoche escuchaste música ?,did you listen to music last night ?,transformer_greedy,did you watch tv last night ?,0.625,0.875,semantic_or_grammar_error
él se casó a los veintidós .,he got married at .,seq2seq_beam,he married to the tigers .,0.6,1.2,semantic_or_grammar_error
él se casó a los veintidós .,he got married at .,seq2seq_greedy,he married to the tigers .,0.6,1.2,semantic_or_grammar_error
él se casó a los veintidós .,he got married at .,transformer_beam,he got married .,0.8,0.8,semantic_or_grammar_error
él se casó a los veintidós .,he got married at .,transformer_greedy,he married .,0.6,0.6,semantic_or_grammar_error
estamos teniendo un problema con las palomas .,we re having a problem with pigeons .,seq2seq_beam,we re having a problem with .,0.875,0.875,semantic_or_grammar_error
estamos teniendo un problema con las palomas .,we re having a problem with pigeons .,seq2seq_greedy,we re having a problem with .,0.875,0.875,semantic_or_grammar_error
estamos teniendo un problema con las palomas .,we re having a problem with pigeons .,transformer_beam,we re having a rough .,0.625,0.75,semantic_or_grammar_error
estamos teniendo un problema con las palomas .,we re having a problem with pigeons .,transformer_greedy,we re having a rough .,0.625,0.75,semantic_or_grammar_error
